OrderID,OrderDate,CustomerName,Product,Quantity,Price,Discount,Total
O008386,,Sita,Laptop,2,abc,,0
O008387,,,Shoes,,500,0.2,0
,March 5 2023,,TV,1,,,0
O008389,2023-01-01,Ram,Shoes,,200,0.1,0
O008390,March 5 2023,,,1,abc,0.1,0
O008391,01/02/2023,,Phone,3,100,,300
O008392,March 5 2023,,Laptop,3,abc,0.1,0
O008393,,John,TV,2,100,,200
O008394,,,TV,,200,0.1,0
O008395,,John,Shoes,1,abc,,0
O008396,,,TV,,,0.1,0
O008397,2023-01-01,,Shoes,2,,,0
O008398,March 5 2023,John,,,,0.2,0
O008399,01/02/2023,,TV,,500,,0
O008400,,John,Laptop,,200,,0
O008401,March 5 2023,Ram,,,,,0
O008402,March 5 2023,,Laptop,,100,0,0
O008403,,,Phone,2,500,0.1,1000
O008404,,,,,500,,0
O008405,01/02/2023,Ram,,1,abc,0,0
O008406,March 5 2023,Ram,Phone,1,100,,100
O008407,2023-01-01,,,,abc,0,0
O008408,2023-01-01,,Shoes,1,100,,100
O008409,2023-01-01,Ram,,,,0.2,0
O008410,,John,,3,,,0
O008411,,Sita,Shoes,3,100,0.2,300
O008412,March 5 2023,John,,,abc,0.1,0
O008413,,,Laptop,2,abc,0,0
O008414,2023-01-01,,,3,500,0.1,1500
O008415,2023-01-01,Sita,TV,,500,0,0
O008416,March 5 2023,,Shoes,,200,,0
O008417,March 5 2023,,Phone,2,200,,400
O008418,2023-01-01,,TV,,200,,0
O008419,,,,,,,0
O008420,March 5 2023,Sita,Laptop,1,200,0.1,200
O008421,01/02/2023,Ram,TV,2,,0.1,0
O008422,,Sita,,3,100,0,300
O008423,March 5 2023,,Laptop,3,abc,0.2,0
O008424,01/02/2023,Ram,Shoes,,100,0.2,0
O008425,March 5 2023,,Laptop,,200,0.1,0
O008426,,John,,2,500,,1000
,01/02/2023,Ram,Phone,1,200,0.1,200
O008428,2023-01-01,Ram,,,500,,0
,01/02/2023,John,TV,1,,0,0
O008430,2023-01-01,John,Phone,3,200,0,600
O008431,,John,,,200,0.1,0
O008432,2023-01-01,,Shoes,,abc,0,0
O008433,01/02/2023,Ram,Phone,2,,0.1,0
O008434,March 5 2023,,,3,500,0,1500
O008435,,,TV,,500,,0
O008436,2023-01-01,Sita,Shoes,,200,0.1,0
O008437,,Ram,,,200,0.1,0
O008438,01/02/2023,Ram,,2,abc,0.2,0
O008439,,Ram,,2,500,,1000
O008440,,John,,,100,0.1,0
O008441,,,,1,abc,,0
O008442,2023-01-01,John,TV,3,500,0.2,1500
O008443,2023-01-01,Sita,Laptop,,abc,,0
O008444,,Sita,TV,,,0.1,0
O008445,2023-01-01,John,,3,,0.2,0
O008446,,John,TV,,200,0.1,0
O008447,,John,TV,,500,0,0
O008448,March 5 2023,,Laptop,1,abc,0.1,0
O008449,,,Phone,,,,0
O008450,01/02/2023,John,,,,,0
O008451,2023-01-01,,,3,200,0.1,600
O008452,2023-01-01,Ram,Phone,,500,0.2,0
O008453,2023-01-01,John,,2,abc,,0
O008454,2023-01-01,Ram,,3,100,,300
O008455,March 5 2023,John,,2,,0.2,0
O008456,March 5 2023,,TV,,abc,0.2,0
O008457,01/02/2023,Ram,Phone,2,200,,400
O008458,,John,,3,200,,600
O008459,,John,TV,3,100,0.1,300
O008460,March 5 2023,Ram,TV,2,abc,,0
O008461,,Sita,Phone,1,100,,100
O008462,,John,Phone,1,200,,200
O008463,2023-01-01,John,,3,100,0.1,300
O008464,,Ram,Laptop,,abc,0,0
O008465,,,,1,500,0,500
O008466,,,Laptop,,,,0
O008467,,,TV,2,,0.2,0
O008468,,,Laptop,,100,0.1,0
O008469,,Sita,TV,2,,0,0
O008470,2023-01-01,Ram,Shoes,3,,,0
O008471,,John,Shoes,1,100,0.2,100
O008472,March 5 2023,,,2,500,0.1,1000
O008473,March 5 2023,Sita,Shoes,3,,0.1,0
,01/02/2023,Sita,TV,,100,,0
O008475,01/02/2023,John,Phone,1,100,,100
O008476,March 5 2023,John,,,abc,0.1,0
O008477,01/02/2023,Ram,,3,500,,1500
O008478,,Sita,Laptop,1,200,0.2,200
O008479,01/02/2023,,Laptop,1,500,0.1,500
O008480,2023-01-01,Sita,Shoes,1,,0,0
O008481,March 5 2023,Sita,TV,,200,0,0
O008482,,John,Phone,1,500,0,500
O008483,2023-01-01,,Phone,2,100,0.1,200
O008484,2023-01-01,,,3,200,,600
O008485,,Sita,Shoes,2,500,0,1000
O008486,01/02/2023,Ram,Laptop,,500,0.1,0
O008487,,Ram,Laptop,1,500,,500
O008488,March 5 2023,John,Laptop,,200,0.2,0
O008489,2023-01-01,,Shoes,,500,,0
O008490,,,Laptop,2,,0,0
O008491,01/02/2023,John,Shoes,2,abc,0.2,0
O008492,,John,,1,500,0.2,500
O008493,01/02/2023,,Laptop,1,200,0,200
O008494,,Sita,Shoes,,,,0
O008495,2023-01-01,John,Shoes,3,200,,600
O008496,March 5 2023,Sita,Laptop,3,,0,0
O008497,,Sita,Phone,,abc,0.2,0
O008498,March 5 2023,,,2,,0.2,0
O008499,2023-01-01,,Shoes,,200,0,0
O008500,01/02/2023,Ram,Phone,,,,0
O008501,2023-01-01,Sita,Shoes,,200,0.2,0
O008502,2023-01-01,,Laptop,,200,,0
O008503,March 5 2023,,,,200,0,0
O008504,,John,TV,,200,,0
O008505,,Sita,Shoes,,200,0.2,0
O008506,,John,Shoes,3,200,0,600
O008507,March 5 2023,John,,,500,,0
O008508,01/02/2023,,Laptop,3,,,0
O008509,March 5 2023,Ram,Phone,2,500,,1000
O008510,March 5 2023,,Phone,1,abc,,0
O008511,,John,,,500,,0
O008512,2023-01-01,Ram,,3,500,0.2,1500
O008513,2023-01-01,Ram,TV,,100,0.1,0
O008514,2023-01-01,Ram,Shoes,,500,0.2,0
O008515,March 5 2023,Ram,,,100,,0
O008516,,,Laptop,1,,,0
O008517,2023-01-01,John,Phone,,200,0.2,0
O008518,,Ram,,3,200,,600
O008519,,,Laptop,,200,,0
O008520,,,,3,500,0.1,1500
O008521,2023-01-01,,Laptop,,200,,0
O008522,March 5 2023,John,,1,500,0.2,500
O008523,,,Shoes,,200,0.2,0
O008524,,Ram,Phone,,500,,0
O008525,01/02/2023,Ram,TV,3,,,0
O008526,,Sita,Phone,,100,0.1,0
O008527,,,Laptop,1,100,0.2,100
O008528,,,,3,100,0.1,300
O008529,01/02/2023,John,Shoes,1,500,,500
O008530,2023-01-01,John,Phone,1,abc,,0
O008531,01/02/2023,,TV,3,,,0
O008532,2023-01-01,,Phone,3,500,0.2,1500
O008533,,Ram,,,200,,0
O008534,2023-01-01,,,2,200,,400
O008535,,Ram,TV,,500,0.1,0
O008536,,,Shoes,,200,,0
O008537,2023-01-01,,,3,500,,1500
O008538,,Ram,Phone,,500,0.1,0
O008539,,Sita,Phone,3,abc,0.1,0
O008540,2023-01-01,John,TV,3,abc,,0
O008541,March 5 2023,Ram,Phone,3,500,0.1,1500
O008542,,John,,2,100,0.2,200
O008543,,Ram,TV,3,,,0
O008544,,Ram,Shoes,3,abc,0.2,0
O008545,01/02/2023,,,3,100,0.1,300
O008546,2023-01-01,Ram,Phone,1,200,,200
O008547,01/02/2023,,Phone,2,200,,400
O008548,01/02/2023,,,,500,,0
O008549,,,,2,200,0,400
O008550,01/02/2023,John,Phone,,,0.1,0
O008551,March 5 2023,,,,500,0,0
O008552,2023-01-01,Sita,,,,0.2,0
O008553,,John,,3,,0.2,0
O008554,01/02/2023,,TV,3,,0.2,0
O008555,01/02/2023,Ram,,1,200,,200
O008556,2023-01-01,,Laptop,,,0.1,0
O008557,01/02/2023,,Phone,3,,,0
O008558,01/02/2023,Ram,,3,abc,0.1,0
O008559,March 5 2023,John,,3,500,,1500
O008560,,John,Phone,1,abc,0.1,0
O008561,March 5 2023,Sita,Phone,3,abc,0.2,0
O008562,,Ram,,2,100,0.2,200
O008563,March 5 2023,Ram,Laptop,3,abc,,0
O008564,,John,,,,,0
O008565,01/02/2023,,Phone,3,500,,1500
O008566,,Ram,Shoes,3,100,,300
O008567,,Ram,Laptop,2,500,0.2,1000
O008568,2023-01-01,John,Laptop,2,abc,0.2,0
O008569,01/02/2023,,Shoes,,200,0.2,0
O008570,,Ram,Phone,,,0,0
O008571,,John,Laptop,,500,0.1,0
O008572,,,,,200,0,0
,,Ram,Laptop,,abc,0,0
O008574,2023-01-01,Ram,TV,2,abc,0.1,0
O008575,,John,Shoes,2,200,0.1,400
O008576,2023-01-01,Ram,Shoes,3,100,0.2,300
,March 5 2023,Sita,Shoes,,200,,0
O008578,2023-01-01,,Phone,,,,0
O008579,March 5 2023,,,1,200,0,200
O008580,,,Laptop,1,500,0.1,500
O008581,,Ram,Laptop,1,,,0
O008582,2023-01-01,Sita,Shoes,1,abc,,0
O008583,,,,2,200,0.1,400
O008584,01/02/2023,John,Phone,3,abc,,0
O008585,01/02/2023,Sita,Shoes,,200,0,0
O008586,2023-01-01,John,Phone,3,200,0,600
O008587,,Ram,,,100,,0
O008588,March 5 2023,,,3,,,0
O008589,2023-01-01,,,2,100,,200
O008590,,,,1,,0.2,0
O008591,March 5 2023,,Laptop,1,abc,,0
O008592,,,Shoes,3,abc,0,0
O008593,,John,Laptop,3,200,0.1,600
O008594,,,,,abc,0.1,0
O008595,01/02/2023,John,,,100,,0
O008596,2023-01-01,,,3,100,,300
O008597,2023-01-01,Sita,,1,200,0,200
O008598,,Ram,TV,,200,,0
O008599,2023-01-01,Sita,Phone,2,100,,200
O008600,01/02/2023,Sita,,,500,0.1,0
O008601,,,Shoes,,,0.2,0
O008602,,Sita,,,,0.1,0
O008603,,,,,500,0.2,0
O008604,,,Phone,2,,,0
O008605,2023-01-01,,TV,1,,,0
O008606,,Ram,Phone,3,,0.2,0
O008607,,Ram,Shoes,1,500,0.2,500
O008608,March 5 2023,John,,2,,0.2,0
O008609,,,,,200,0,0
O008610,March 5 2023,,Shoes,3,,,0
O008611,,Ram,,2,500,0.1,1000
O008612,2023-01-01,Ram,,,200,0.1,0
O008613,2023-01-01,John,Shoes,3,500,,1500
O008614,2023-01-01,,Shoes,2,abc,0.2,0
O008615,,Ram,,2,100,0.2,200
O008616,March 5 2023,,,1,,0.1,0
O008617,,,,1,abc,0.1,0
O008618,,John,TV,,abc,,0
O008619,,John,TV,2,100,0.1,200
O008620,,,Shoes,3,,0,0
O008621,,John,Laptop,3,100,,300
O008622,01/02/2023,Ram,,,100,0.2,0
O008623,01/02/2023,Sita,Shoes,3,200,0.2,600
O008624,,Sita,Laptop,,500,0.2,0
O008625,01/02/2023,Ram,,,100,0.1,0
O008626,,,TV,2,,,0
O008627,,,Phone,3,500,0.2,1500
O008628,,Ram,Shoes,2,200,0.2,400
O008629,March 5 2023,Ram,,3,100,0,300
O008630,,Ram,Laptop,3,,0.2,0
O008631,March 5 2023,,TV,,200,0,0
O008632,2023-01-01,,Phone,,100,0,0
O008633,,,TV,1,100,,100
O008634,,Ram,,,,0,0
O008635,01/02/2023,Ram,,1,,0.2,0
O008636,,Ram,Phone,2,100,0,200
O008637,01/02/2023,Sita,Phone,2,200,,400
O008638,2023-01-01,,,1,200,0.2,200
O008639,March 5 2023,John,Shoes,1,100,0,100
O008640,,Sita,,3,,0.2,0
O008641,March 5 2023,,,1,abc,0,0
O008642,2023-01-01,,Shoes,,abc,,0
,,,Phone,,abc,0,0
O008644,01/02/2023,Sita,TV,,500,0.1,0
O008645,2023-01-01,Ram,Laptop,,,0.2,0
O008646,,,TV,2,200,0.1,400
O008647,01/02/2023,Sita,Phone,,100,,0
O008648,March 5 2023,Ram,Phone,,200,0,0
O008649,01/02/2023,Sita,TV,2,abc,,0
O008650,01/02/2023,Sita,,2,abc,0.1,0
O008651,,Ram,TV,2,,,0
O008652,,Ram,Laptop,2,,,0
,01/02/2023,,,2,,0.2,0
O008654,March 5 2023,Sita,,,500,0,0
O008655,01/02/2023,,,,200,,0
O008656,2023-01-01,Sita,Phone,,500,,0
O008657,,Ram,Phone,2,abc,,0
O008658,01/02/2023,,Laptop,,abc,0.2,0
O008659,March 5 2023,John,Laptop,3,,,0
O008660,,Ram,Phone,1,200,0,200
O008661,,Sita,Shoes,2,200,0.1,400
O008662,2023-01-01,,Shoes,3,abc,,0
O008663,01/02/2023,John,TV,,500,0,0
O008664,,Ram,Shoes,,,0.2,0
O008665,2023-01-01,Ram,,1,500,,500
O008666,,,,,,0,0
O008667,01/02/2023,Ram,,2,100,,200
O008668,March 5 2023,,TV,,200,0,0
O008669,,Sita,Laptop,1,,0,0
O008670,March 5 2023,,Shoes,,,0.2,0
O008671,,John,Phone,,500,,0
,01/02/2023,John,,2,500,,1000
O008673,01/02/2023,John,TV,,abc,0.2,0
O008674,,Sita,Laptop,3,abc,,0
O008675,,,Phone,1,500,0.2,500
O008676,01/02/2023,,,1,500,,500
O008677,2023-01-01,John,Phone,,abc,0.1,0
O008678,,,Phone,,100,0.1,0
O008679,2023-01-01,,Laptop,2,200,0,400
O008680,March 5 2023,Ram,Shoes,2,500,0.1,1000
O008681,March 5 2023,,,2,500,0.1,1000
O008682,March 5 2023,,Phone,3,100,,300
O008683,March 5 2023,Ram,Phone,1,200,0.1,200
O008684,,,,,abc,0.1,0
O008685,01/02/2023,Ram,TV,,100,0.2,0
O008686,,,,,,0,0
O008687,March 5 2023,Sita,Laptop,,500,,0
O008688,,Sita,TV,,abc,0.1,0
O008689,2023-01-01,Sita,Shoes,,abc,0.2,0
O008690,01/02/2023,,Laptop,,500,0.1,0
,,,Shoes,1,,,0
O008692,,,Shoes,3,abc,,0
O008693,,John,Phone,,,,0
O008694,March 5 2023,,Phone,3,100,,300
O008695,March 5 2023,,Shoes,,abc,0,0
O008696,March 5 2023,John,TV,2,100,0.2,200
O008697,March 5 2023,,,1,500,,500
O008698,March 5 2023,John,Phone,2,200,0.1,400
O008699,March 5 2023,Sita,,2,100,0,200
O008700,,,,1,500,0.1,500
,2023-01-01,Sita,,1,abc,,0
O008702,01/02/2023,,Laptop,3,abc,0.2,0
O008703,,John,,,abc,0.2,0
O008704,2023-01-01,,Shoes,3,200,0.2,600
O008705,01/02/2023,John,,1,100,,100
O008706,,Sita,Laptop,,100,0,0
O008707,March 5 2023,Ram,,3,,,0
O008708,,John,Laptop,2,100,0.2,200
O008709,2023-01-01,Sita,Shoes,,200,0.1,0
O008710,,Sita,,1,200,,200
O008711,March 5 2023,,Shoes,1,abc,0,0
O008712,2023-01-01,,,1,100,,100
O008713,2023-01-01,,Phone,,500,,0
O008714,01/02/2023,Sita,Laptop,1,100,0.2,100
O008715,2023-01-01,John,TV,,,0.2,0
O008716,,John,Phone,,500,,0
O008717,2023-01-01,Sita,Shoes,1,100,,100
O008718,2023-01-01,John,Laptop,3,abc,0.2,0
O008719,March 5 2023,,Phone,2,abc,0.2,0
O008720,,,TV,2,500,,1000
O008721,March 5 2023,Ram,Phone,2,,,0
O008722,,Ram,Shoes,3,200,0,600
O008723,,Sita,,,200,0.1,0
O008724,March 5 2023,,TV,2,200,0,400
O008725,March 5 2023,Sita,,,,,0
O008726,01/02/2023,,Shoes,,abc,,0
O008727,,,Laptop,2,,0.2,0
O008728,,,,,abc,0.2,0
O008729,2023-01-01,,Phone,,100,,0
O008730,March 5 2023,Ram,Phone,,,,0
O008731,2023-01-01,John,TV,,200,0.1,0
O008732,,,TV,3,,0,0
O008733,,,TV,,200,,0
O008734,,Ram,Laptop,2,abc,,0
O008735,,,Phone,3,abc,0.2,0
O008736,,,Phone,3,500,,1500
O008737,,,,,100,,0
O008738,01/02/2023,,Laptop,1,100,0.2,100
O008739,01/02/2023,Sita,TV,,,,0
O008740,2023-01-01,John,Phone,2,200,0,400
O008741,,Sita,,,100,0.2,0
O008742,,Sita,TV,,abc,,0
O008743,March 5 2023,,TV,,100,0.2,0
O008744,2023-01-01,,TV,,200,,0
O008745,2023-01-01,John,Shoes,2,100,,200
O008746,01/02/2023,,TV,3,200,,600
O008747,March 5 2023,,TV,,,0.2,0
O008748,,Ram,Laptop,3,500,0.1,1500
O008749,01/02/2023,John,,1,100,0.2,100
O008750,01/02/2023,Ram,,1,abc,0.1,0
O008751,2023-01-01,Sita,,,100,,0
O008752,01/02/2023,,Phone,,100,,0
O008753,2023-01-01,Sita,Laptop,,100,0,0
O008754,01/02/2023,Ram,Phone,,,,0
O008755,01/02/2023,,Shoes,,abc,,0
O008756,01/02/2023,,,2,100,0,200
O008757,,,Phone,,500,,0
O008758,March 5 2023,,,,500,0.1,0
O008759,,Sita,Phone,1,500,0.1,500
O008760,01/02/2023,,Phone,,,0.1,0
O008761,,,Shoes,2,500,0.2,1000
O008762,,John,Shoes,,100,,0
O008763,2023-01-01,Ram,TV,3,,0.2,0
O008764,March 5 2023,Ram,Laptop,,200,0.1,0
O008765,,Ram,TV,,abc,,0
O008766,01/02/2023,,TV,,200,,0
O008767,,Sita,,1,100,,100
O008768,,John,,3,abc,,0
O008769,,Sita,,1,abc,,0
O008770,,Ram,Laptop,1,100,0.2,100
O008771,01/02/2023,Sita,Laptop,,500,0.1,0
O008772,March 5 2023,Sita,,3,100,0,300
O008773,2023-01-01,Ram,,1,200,0,200
O008774,2023-01-01,,Laptop,2,abc,0.1,0
O008775,01/02/2023,Sita,Laptop,3,500,0.1,1500
O008776,,Sita,Phone,2,200,,400
O008777,01/02/2023,Sita,Laptop,2,500,0,1000
O008778,2023-01-01,Sita,,,100,0,0
O008779,March 5 2023,Ram,,1,100,0.1,100
O008780,,John,,1,,0,0
O008781,,John,Phone,3,abc,,0
O008782,,John,Laptop,3,100,,300
O008783,01/02/2023,,TV,3,abc,,0
O008784,,,TV,,,0,0
O008785,01/02/2023,,,,200,0.1,0
,,Sita,TV,2,100,,200
O008787,,Sita,,,500,0.2,0
,,Sita,,2,500,0.1,1000
O008789,March 5 2023,Ram,Shoes,,,0.1,0
O008790,March 5 2023,Sita,,3,,0,0
O008791,2023-01-01,Sita,,2,500,0,1000
O008792,March 5 2023,,Shoes,3,100,0.1,300
O008793,March 5 2023,John,Phone,2,100,,200
O008794,,Sita,Shoes,,200,0.1,0
O008795,,John,TV,3,abc,0.1,0
O008796,March 5 2023,Sita,Shoes,,abc,,0
O008797,,,Shoes,1,100,,100
O008798,2023-01-01,,,3,100,,300
O008799,,Sita,TV,,,,0
O008800,2023-01-01,Ram,,1,abc,,0
O008801,,Ram,,3,100,0.1,300
O008802,,Sita,Shoes,,200,,0
O008803,,Sita,TV,1,100,0.1,100
O008804,2023-01-01,John,,3,200,0.1,600
O008805,,John,Phone,3,500,0,1500
O008806,March 5 2023,,Shoes,3,abc,0.1,0
O008807,2023-01-01,John,Shoes,,100,,0
O008808,2023-01-01,John,TV,1,500,,500
O008809,,,TV,3,100,,300
O008810,2023-01-01,John,,,500,0,0
O008811,01/02/2023,John,Shoes,,200,,0
O008812,,,Laptop,1,,0,0
O008813,March 5 2023,,,2,100,0.1,200
O008814,March 5 2023,,Laptop,2,200,0.1,400
O008815,March 5 2023,Ram,TV,,abc,,0
O008816,March 5 2023,Sita,Laptop,1,100,0,100
O008817,01/02/2023,John,Phone,3,500,0.2,1500
O008818,,Ram,Laptop,3,100,,300
O008819,2023-01-01,John,,3,abc,0.2,0
O008820,,,,2,500,,1000
O008821,01/02/2023,John,,,100,,0
O008822,,,,,200,,0
O008823,March 5 2023,Ram,,,,0.1,0
O008824,01/02/2023,,Shoes,3,200,0.1,600
O008825,,,Phone,,500,0.2,0
O008826,March 5 2023,Ram,Phone,3,abc,0.1,0
,March 5 2023,,TV,,abc,,0
O008828,01/02/2023,,Laptop,,100,0.2,0
O008829,March 5 2023,Sita,Shoes,,100,,0
O008830,March 5 2023,John,TV,1,100,0.2,100
,,,,,200,,0
O008832,2023-01-01,Sita,Phone,3,500,0.1,1500
O008833,01/02/2023,Sita,Laptop,2,,0,0
,,John,Laptop,,abc,,0
O008835,01/02/2023,,,1,100,0.1,100
O008836,01/02/2023,Sita,Laptop,,,0,0
O008837,,John,Phone,2,200,,400
O008838,,John,TV,,100,0.2,0
O008839,March 5 2023,Ram,Phone,,abc,0.1,0
O008840,01/02/2023,,TV,2,abc,0.2,0
O008841,01/02/2023,,,1,abc,,0
O008842,,Ram,,2,500,0.2,1000
O008843,March 5 2023,Ram,,,,0.2,0
O008844,,Sita,,,500,,0
O008845,March 5 2023,Ram,Laptop,,500,0,0
O008846,01/02/2023,Ram,Shoes,2,,0.2,0
O008847,2023-01-01,,Laptop,3,100,0,300
O008848,2023-01-01,Sita,TV,,500,,0
O008849,,,Shoes,,500,0,0
O008850,March 5 2023,Sita,Phone,,abc,0,0
O008851,,Ram,TV,3,abc,0.1,0
O008852,2023-01-01,Sita,Shoes,2,abc,,0
O008853,01/02/2023,,Phone,,100,0.1,0
O008854,March 5 2023,,,3,abc,0.1,0
O008855,March 5 2023,,Shoes,2,100,0.2,200
O008856,01/02/2023,Ram,Shoes,,100,0.2,0
O008857,,,TV,3,200,0,600
O008858,2023-01-01,Ram,,1,500,0.2,500
O008859,March 5 2023,,,2,200,0,400
O008860,,Sita,Shoes,,abc,0.2,0
O008861,,Sita,,2,500,,1000
O008862,March 5 2023,John,Phone,,,0.2,0
O008863,2023-01-01,,,1,abc,0.1,0
O008864,,,Laptop,,100,0.2,0
O008865,,,Laptop,3,200,0,600
O008866,March 5 2023,,,3,abc,,0
O008867,01/02/2023,Sita,,2,200,0.1,400
O008868,,Sita,TV,2,100,0.2,200
O008869,March 5 2023,John,Shoes,2,200,,400
O008870,March 5 2023,,Phone,3,200,0,600
O008871,,,TV,,abc,0.2,0
O008872,2023-01-01,John,Shoes,2,,,0
O008873,March 5 2023,Sita,,3,500,0,1500
O008874,2023-01-01,,Phone,3,200,,600
O008875,2023-01-01,,Phone,2,200,,400
O008876,2023-01-01,Sita,,3,100,0.1,300
O008877,2023-01-01,John,Laptop,3,abc,0.2,0
O008878,,John,Shoes,,abc,0.2,0
O008879,March 5 2023,,TV,3,abc,0,0
O008880,01/02/2023,Sita,Laptop,,abc,,0
O008881,,,,2,,,0
O008882,March 5 2023,Sita,Laptop,,100,,0
O008883,,John,Laptop,,100,0.2,0
O008884,,,,,100,0.1,0
O008885,01/02/2023,,Laptop,,200,,0
,2023-01-01,,,,,0,0
O008887,01/02/2023,Sita,Phone,1,100,0.1,100
O008888,01/02/2023,John,,2,100,,200
,2023-01-01,,TV,2,,0.2,0
O008890,March 5 2023,Sita,,,500,,0
O008891,March 5 2023,Sita,Phone,1,200,0,200
,March 5 2023,Ram,,1,500,,500
O008893,,John,Shoes,,200,0.2,0
O008894,,Ram,,,200,0.2,0
O008895,,Sita,,3,abc,,0
O008896,March 5 2023,,Laptop,1,100,,100
O008897,2023-01-01,Sita,TV,1,500,0.2,500
O008898,01/02/2023,Sita,,3,200,0.1,600
,,John,,,abc,0,0
O008900,01/02/2023,John,Shoes,1,,0.2,0
O008901,2023-01-01,,TV,1,200,0.1,200
O008902,,John,,1,500,0,500
O008903,01/02/2023,Ram,,1,100,0.1,100
O008904,,John,TV,3,200,0,600
,01/02/2023,Sita,Laptop,,100,0.2,0
O008906,,,Phone,3,abc,0.1,0
O008907,,,Laptop,2,200,,400
O008908,,Ram,,,200,0.1,0
O008909,2023-01-01,,Phone,,100,,0
O008910,,,Phone,2,abc,0,0
,,John,,,abc,0.2,0
O008912,March 5 2023,John,Phone,,abc,0.1,0
O008913,March 5 2023,,,2,100,0,200
O008914,,,,2,100,,200
O008915,01/02/2023,,Phone,,500,0,0
O008916,,Sita,,,,0,0
O008917,01/02/2023,,,2,,0.1,0
O008918,01/02/2023,,,3,abc,0.2,0
O008919,2023-01-01,John,Phone,3,200,0,600
O008920,,John,,3,200,,600
O008921,March 5 2023,Ram,TV,1,200,,200
O008922,March 5 2023,John,,1,abc,0.2,0
O008923,March 5 2023,,Shoes,,200,,0
O008924,01/02/2023,Sita,TV,,100,,0
O008925,,,,,500,0.2,0
O008926,,Ram,Shoes,1,500,0.2,500
O008927,01/02/2023,Sita,,,abc,0.1,0
O008928,,Sita,Shoes,,abc,0.2,0
O008929,,John,Shoes,1,,0,0
O008930,March 5 2023,John,,2,200,0,400
O008931,,,Laptop,,,0,0
O008932,March 5 2023,Sita,Laptop,,,0.1,0
O008933,March 5 2023,John,,2,100,,200
O008934,,,Laptop,,500,0,0
O008935,01/02/2023,John,TV,1,,0.2,0
O008936,,Ram,Shoes,,200,,0
O008937,2023-01-01,,Phone,3,500,0.1,1500
O008938,,,TV,,abc,0.2,0
O008939,01/02/2023,,Laptop,2,abc,,0
O008940,,John,,,500,0.1,0
O008941,March 5 2023,John,,,200,,0
O008942,,John,Laptop,1,500,,500
O008943,01/02/2023,John,Phone,,200,0,0
O008944,,John,Phone,2,500,0.2,1000
O008945,,Ram,Phone,,200,,0
O008946,March 5 2023,Ram,Phone,3,,0.2,0
O008947,01/02/2023,John,,2,abc,,0
O008948,,,Phone,1,200,0.1,200
O008949,01/02/2023,Sita,,3,100,,300
O008950,,,TV,3,abc,0.2,0
O008951,2023-01-01,Sita,,,200,0,0
O008952,2023-01-01,Ram,,3,abc,,0
O008953,01/02/2023,,Shoes,1,200,0.1,200
O008954,01/02/2023,,Laptop,3,abc,0,0
O008955,March 5 2023,,Phone,,abc,0.1,0
O008956,,Ram,Laptop,3,500,0.1,1500
O008957,,,,3,200,0.1,600
O008958,,Ram,Phone,,,,0
O008959,,,Laptop,3,500,,1500
O008960,2023-01-01,,Phone,,,,0
O008961,2023-01-01,,Laptop,1,200,,200
O008962,,,,,abc,,0
O008963,,,,2,500,0,1000
O008964,,,TV,1,200,0.1,200
O008965,,John,TV,1,100,0.2,100
O008966,,Ram,,1,200,,200
O008967,,Ram,,1,,0.1,0
O008968,March 5 2023,Ram,,,abc,0.2,0
O008969,,,Phone,,,0.2,0
O008970,2023-01-01,Ram,Phone,3,abc,,0
O008971,2023-01-01,Ram,,2,200,0.2,400
O008972,01/02/2023,,Shoes,,200,0.2,0
O008973,01/02/2023,,,,,0.1,0
O008974,,John,,,abc,,0
O008975,01/02/2023,John,,3,abc,0.2,0
O008976,,,TV,2,100,,200
O008977,01/02/2023,John,Shoes,3,abc,,0
O008978,,Sita,,,abc,0.2,0
O008979,March 5 2023,Ram,,,500,0.1,0
O008980,,,Phone,,500,0.2,0
O008981,,Ram,Shoes,,500,0.2,0
O008982,,John,,2,abc,0.1,0
O008983,,,Shoes,1,100,0,100
,01/02/2023,Sita,TV,,100,0.2,0
O008985,2023-01-01,,,3,500,0.2,1500
O008986,,John,,3,abc,0.1,0
O008987,2023-01-01,John,TV,,500,0.2,0
O008988,March 5 2023,,TV,3,abc,0,0
O008989,01/02/2023,,Shoes,,200,0.1,0
O008990,01/02/2023,Ram,Phone,3,200,0,600
O008991,,John,Shoes,,200,0,0
O008992,,Sita,TV,3,100,,300
O008993,March 5 2023,John,Shoes,,abc,0,0
O008994,2023-01-01,Sita,TV,2,abc,0.1,0
O008995,March 5 2023,,Shoes,2,abc,,0
O008996,March 5 2023,,Phone,2,100,0.2,200
O008997,,Ram,,1,abc,0,0
O008998,2023-01-01,John,Shoes,3,200,0.1,600
O008999,2023-01-01,John,Laptop,,abc,,0
O009000,,Ram,,,,0.1,0
O009001,2023-01-01,,Phone,1,200,,200
O009002,01/02/2023,Ram,,,,0.2,0
O009003,2023-01-01,,Phone,,200,0.2,0
O009004,,,Shoes,2,abc,0.2,0
O009005,01/02/2023,Ram,TV,,100,,0
O009006,,Ram,,1,abc,0,0
O009007,,,Phone,,200,0.2,0
O009008,March 5 2023,John,Phone,,abc,0.1,0
O009009,01/02/2023,,TV,2,,0.2,0
O009010,,,Shoes,,500,,0
O009011,2023-01-01,,Laptop,,200,,0
O009012,March 5 2023,John,TV,,500,,0
O009013,March 5 2023,,Laptop,,,0.2,0
